timestamp_issue,timestamp_target,horizon_min,farm_power_pred,farm_power_low,farm_power_high,farm_energy_pred,forecast_quality
2026-04-05,2026-04-05,1440,9497.51,2470.71,2200.0,227940.24,reference_only
2026-04-06,2026-04-06,10,12919.92,11261.28,2200.0,2153.32,production
2026-04-06,2026-04-06,10,12949.16,11315.81,2200.0,2158.19,production
2026-04-06,2026-04-06,30,12316.75,9061.53,2200.0,6158.38,production
2026-04-06,2026-04-06,30,12248.64,7465.67,2200.0,6124.32,production
2026-04-06,2026-04-06,60,11615.97,6897.44,2200.0,11615.97,production
2026-04-06,2026-04-06,60,11632.87,6954.19,2200.0,11632.87,production
2026-04-06,2026-04-06,360,10042.0,2605.24,2200.0,60252.0,reference_only
2026-04-06,2026-04-06,360,10102.64,1991.09,2200.0,60615.84,reference_only
2026-04-06,2026-04-06,1440,8599.64,838.0,2200.0,206391.36,reference_only
2026-04-06,2026-04-06,1440,8494.06,770.73,2200.0,203857.44,reference_only
2026-04-07,2026-04-07,10,7192.47,5539.49,2200.0,1198.74,production
2026-04-07,2026-04-07,10,7242.92,5615.23,2200.0,1207.15,production
2026-04-07,2026-04-07,30,7324.76,4185.24,2200.0,3662.38,production
2026-04-07,2026-04-07,30,7503.43,3124.95,2200.0,3751.72,production
2026-04-07,2026-04-07,60,7554.05,3074.75,2200.0,7554.05,production
2026-04-07,2026-04-07,60,7497.35,3068.53,2200.0,7497.35,production
2026-04-07,2026-04-07,360,9004.77,1817.14,2200.0,54028.62,reference_only
2026-04-07,2026-04-07,360,9243.77,1930.36,2200.0,55462.62,reference_only
2026-04-07,2026-04-07,1440,6440.87,24.83,2200.0,154580.88,reference_only
2026-04-07,2026-04-07,1440,6813.4,150.92,2200.0,163521.6,reference_only
2026-04-08,2026-04-08,10,593.28,109.8,2049.02,98.88,production
2026-04-08,2026-04-08,10,1016.84,90.46,2197.05,169.47,production
2026-04-08,2026-04-08,30,931.01,2.69,2200.0,465.5,production
2026-04-08,2026-04-08,30,4623.24,0.0,2200.0,2311.62,production
2026-04-08,2026-04-08,60,1258.37,0.0,2200.0,1258.37,production
2026-04-08,2026-04-08,60,2938.03,0.0,2200.0,2938.03,production
2026-04-08,2026-04-08,360,5237.56,58.43,2200.0,31425.36,reference_only
2026-04-08,2026-04-08,360,6033.13,14.83,2200.0,36198.78,reference_only
2026-04-08,2026-04-08,1440,4607.81,0.0,2200.0,110587.44,reference_only
2026-04-08,2026-04-08,1440,4723.73,133.82,2200.0,113369.52,reference_only
2026-04-09,2026-04-09,10,378.33,0.0,2036.98,63.05,production
2026-04-09,2026-04-09,10,866.4,0.0,2200.0,144.4,production
2026-04-09,2026-04-09,30,726.61,0.0,2200.0,363.31,production
2026-04-09,2026-04-09,30,4806.32,0.0,2200.0,2403.16,production
2026-04-09,2026-04-09,60,1007.45,0.0,2200.0,1007.45,production
2026-04-09,2026-04-09,60,2947.76,0.0,2200.0,2947.76,production
2026-04-09,2026-04-09,360,3411.04,0.0,2200.0,20466.24,reference_only
2026-04-09,2026-04-09,360,6610.46,229.36,2200.0,39662.76,reference_only
2026-04-09,2026-04-09,1440,3987.55,0.0,2200.0,95701.2,reference_only
2026-04-09,2026-04-09,1440,4082.92,0.0,2200.0,97990.08,reference_only
2026-04-10,2026-04-10,10,378.33,0.0,2036.98,63.05,production
2026-04-10,2026-04-10,10,866.4,0.0,2200.0,144.4,production
2026-04-10,2026-04-10,30,726.61,0.0,2200.0,363.31,production
2026-04-10,2026-04-10,30,4806.32,0.0,2200.0,2403.16,production
2026-04-10,2026-04-10,60,1007.45,0.0,2200.0,1007.45,production
2026-04-10,2026-04-10,60,2947.76,0.0,2200.0,2947.76,production
2026-04-10,2026-04-10,360,3022.19,0.0,2200.0,18133.14,reference_only
2026-04-10,2026-04-10,360,6342.97,229.36,2200.0,38057.82,reference_only
2026-04-10,2026-04-10,1440,3987.55,0.0,2200.0,95701.2,reference_only
2026-04-10,2026-04-10,1440,4082.92,0.0,2200.0,97990.08,reference_only
2026-04-11,2026-04-11,10,378.33,0.0,2036.98,63.05,production
2026-04-11,2026-04-11,10,866.4,0.0,2200.0,144.4,production
2026-04-11,2026-04-11,30,726.61,0.0,2200.0,363.31,production
2026-04-11,2026-04-11,30,4806.32,0.0,2200.0,2403.16,production
2026-04-11,2026-04-11,60,1007.45,0.0,2200.0,1007.45,production
2026-04-11,2026-04-11,60,2947.76,0.0,2200.0,2947.76,production
2026-04-11,2026-04-11,360,3022.19,0.0,2200.0,18133.14,reference_only
2026-04-11,2026-04-11,360,6342.97,229.36,2200.0,38057.82,reference_only
2026-04-11,2026-04-11,1440,3987.55,0.0,2200.0,95701.2,reference_only
2026-04-11,2026-04-11,1440,4082.92,0.0,2200.0,97990.08,reference_only
2026-04-12,2026-04-12,10,378.33,0.0,2036.98,63.05,production
2026-04-12,2026-04-12,10,866.4,0.0,2200.0,144.4,production
2026-04-12,2026-04-12,30,726.61,0.0,2200.0,363.31,production
2026-04-12,2026-04-12,30,4806.32,0.0,2200.0,2403.16,production
2026-04-12,2026-04-12,60,1007.45,0.0,2200.0,1007.45,production
2026-04-12,2026-04-12,60,2947.76,0.0,2200.0,2947.76,production
2026-04-12,2026-04-12,360,3022.19,0.0,2200.0,18133.14,reference_only
2026-04-12,2026-04-12,360,6342.97,229.36,2200.0,38057.82,reference_only
2026-04-12,2026-04-12,1440,3987.55,0.0,2200.0,95701.2,reference_only
2026-04-12,2026-04-12,1440,4082.92,0.0,2200.0,97990.08,reference_only
2026-04-13,2026-04-13,10,4004.55,2646.51,2190.91,667.42,production
2026-04-13,2026-04-13,10,4037.87,2688.89,2190.76,672.98,production
2026-04-13,2026-04-13,30,4220.21,1929.61,2200.0,2110.11,production
2026-04-13,2026-04-13,30,4250.76,1414.74,2200.0,2125.38,production
2026-04-13,2026-04-13,60,4527.59,1504.18,2200.0,4527.59,production
2026-04-13,2026-04-13,60,4487.57,1475.57,2200.0,4487.57,production
2026-04-13,2026-04-13,360,6044.96,687.57,2200.0,36269.76,reference_only
2026-04-13,2026-04-13,360,6340.92,389.52,2200.0,38045.52,reference_only
2026-04-13,2026-04-13,1440,5914.91,73.86,2200.0,141957.84,reference_only
2026-04-13,2026-04-13,1440,6073.52,146.47,2200.0,145764.48,reference_only
2026-04-14,2026-04-14,10,1346.13,370.81,2146.85,224.36,production
2026-04-14,2026-04-14,10,1361.66,360.97,2168.82,226.94,production
2026-04-14,2026-04-14,30,1674.71,92.18,2200.0,837.36,production
2026-04-14,2026-04-14,30,1899.23,2.45,2200.0,949.62,production
2026-04-14,2026-04-14,60,1942.89,8.6,2200.0,1942.89,production
2026-04-14,2026-04-14,60,2072.45,9.77,2200.0,2072.45,production
2026-04-14,2026-04-14,360,3019.06,0.0,2200.0,18114.36,reference_only
2026-04-14,2026-04-14,360,2855.64,0.0,2200.0,17133.84,reference_only
2026-04-14,2026-04-14,1440,5015.55,3.25,2200.0,120373.2,reference_only
2026-04-14,2026-04-14,1440,5251.44,7.61,2200.0,126034.56,reference_only
2026-04-15,2026-04-15,10,1696.32,846.64,2123.35,282.72,production
2026-04-15,2026-04-15,10,1711.01,826.54,2152.8,285.17,production
2026-04-15,2026-04-15,30,2015.88,472.21,2200.0,1007.94,production
2026-04-15,2026-04-15,30,2078.97,177.35,2200.0,1039.48,production
2026-04-15,2026-04-15,60,2286.07,229.38,2200.0,2286.07,production
2026-04-15,2026-04-15,60,2553.68,280.15,2200.0,2553.68,production
2026-04-15,2026-04-15,360,2620.92,0.0,2200.0,15725.52,reference_only
2026-04-15,2026-04-15,360,2896.66,0.0,2200.0,17379.96,reference_only
2026-04-15,2026-04-15,1440,4729.6,0.0,2200.0,113510.4,reference_only
2026-04-15,2026-04-15,1440,5022.06,0.0,2200.0,120529.44,reference_only
2026-04-16,2026-04-16,10,855.87,197.28,2091.83,142.65,production
2026-04-16,2026-04-16,10,941.74,194.14,2154.76,156.96,production
2026-04-16,2026-04-16,30,1247.79,33.84,2200.0,623.89,production
2026-04-16,2026-04-16,30,1922.89,6.03,2200.0,961.45,production
2026-04-16,2026-04-16,60,1487.44,0.0,2200.0,1487.44,production
2026-04-16,2026-04-16,60,1997.84,0.0,2200.0,1997.84,production
2026-04-16,2026-04-16,360,2496.21,0.0,2200.0,14977.26,reference_only
2026-04-16,2026-04-16,360,2850.89,0.0,2200.0,17105.34,reference_only
2026-04-16,2026-04-16,1440,4657.14,0.0,2200.0,111771.36,reference_only
2026-04-16,2026-04-16,1440,4379.37,0.0,2200.0,105104.88,reference_only
2026-04-17,2026-04-17,10,867.34,141.59,2100.89,144.56,production
2026-04-17,2026-04-17,10,934.13,140.46,2146.9,155.69,production
2026-04-17,2026-04-17,30,1214.0,20.8,2200.0,607.0,production
2026-04-17,2026-04-17,30,2032.63,5.56,2200.0,1016.32,production
2026-04-17,2026-04-17,60,1513.49,1.18,2200.0,1513.49,production
2026-04-17,2026-04-17,60,2104.05,2.3,2200.0,2104.05,production
2026-04-17,2026-04-17,360,2636.34,0.0,2200.0,15818.04,reference_only
2026-04-17,2026-04-17,360,3631.28,0.0,2200.0,21787.68,reference_only
2026-04-17,2026-04-17,1440,4606.36,0.0,2200.0,110552.64,reference_only
2026-04-17,2026-04-17,1440,4330.48,0.0,2200.0,103931.52,reference_only
2026-04-18,2026-04-18,10,4495.5,3317.61,2154.7,749.25,production
2026-04-18,2026-04-18,10,4526.74,3324.5,2178.23,754.46,production
2026-04-18,2026-04-18,30,4638.19,2379.63,2200.0,2319.09,production
2026-04-18,2026-04-18,30,4998.05,1648.93,2200.0,2499.03,production
2026-04-18,2026-04-18,60,4760.61,1671.47,2200.0,4760.61,production
2026-04-18,2026-04-18,60,4961.18,1615.32,2200.0,4961.18,production
2026-04-18,2026-04-18,360,3978.65,82.76,2200.0,23871.9,reference_only
2026-04-18,2026-04-18,360,4029.92,29.05,2200.0,24179.52,reference_only
2026-04-18,2026-04-18,1440,6489.43,343.32,2200.0,155746.32,reference_only
2026-04-18,2026-04-18,1440,6009.55,291.87,2200.0,144229.2,reference_only
2026-04-19,2026-04-19,10,5704.73,4218.31,2189.33,950.79,production
2026-04-19,2026-04-19,10,5707.41,4240.39,2188.33,951.24,production
2026-04-19,2026-04-19,30,5903.34,3061.66,2200.0,2951.67,production
2026-04-19,2026-04-19,30,5903.69,1996.91,2200.0,2951.84,production
2026-04-19,2026-04-19,60,6132.9,2186.87,2200.0,6132.9,production
2026-04-19,2026-04-19,60,6094.39,2202.3,2200.0,6094.39,production
2026-04-19,2026-04-19,360,7326.01,1949.21,2200.0,43956.06,reference_only
2026-04-19,2026-04-19,360,7982.59,1559.83,2200.0,47895.54,reference_only
2026-04-19,2026-04-19,1440,7218.67,227.51,2200.0,173248.08,reference_only
2026-04-19,2026-04-19,1440,7484.29,326.45,2200.0,179622.96,reference_only
2026-04-20,2026-04-20,10,1350.81,444.04,2131.88,225.13,production
2026-04-20,2026-04-20,10,1397.67,456.58,2163.01,232.95,production
2026-04-20,2026-04-20,30,1705.99,159.07,2200.0,853.0,production
2026-04-20,2026-04-20,30,1837.99,1.88,2200.0,919.0,production
2026-04-20,2026-04-20,60,1904.13,3.43,2200.0,1904.13,production
2026-04-20,2026-04-20,60,2116.22,0.44,2200.0,2116.22,production
2026-04-20,2026-04-20,360,3132.87,0.0,2200.0,18797.22,reference_only
2026-04-20,2026-04-20,360,3628.63,0.0,2200.0,21771.78,reference_only
2026-04-20,2026-04-20,1440,4531.5,0.0,2200.0,108756.0,reference_only
2026-04-20,2026-04-20,1440,4761.54,0.0,2200.0,114276.96,reference_only
2026-04-21,2026-04-21,10,1096.08,315.52,2107.78,182.68,production
2026-04-21,2026-04-21,10,1150.33,316.9,2150.65,191.72,production
2026-04-21,2026-04-21,30,1470.22,113.15,2200.0,735.11,production
2026-04-21,2026-04-21,30,1700.52,21.15,2200.0,850.26,production
2026-04-21,2026-04-21,60,1661.82,29.16,2200.0,1661.82,production
2026-04-21,2026-04-21,60,2017.56,28.41,2200.0,2017.56,production
2026-04-21,2026-04-21,360,2430.88,0.0,2200.0,14585.28,reference_only
2026-04-21,2026-04-21,360,2954.53,0.0,2200.0,17727.18,reference_only
2026-04-21,2026-04-21,1440,4942.32,2.83,2200.0,118615.68,reference_only
2026-04-21,2026-04-21,1440,4870.52,17.56,2200.0,116892.48,reference_only
2026-04-22,2026-04-22,10,1093.25,330.73,2100.6,182.21,production
2026-04-22,2026-04-22,10,1209.8,317.05,2161.67,201.63,production
2026-04-22,2026-04-22,30,1432.8,61.27,2200.0,716.4,production
2026-04-22,2026-04-22,30,2664.07,4.32,2200.0,1332.04,production
2026-04-22,2026-04-22,60,1649.17,0.67,2200.0,1649.17,production
2026-04-22,2026-04-22,60,2217.08,1.06,2200.0,2217.08,production
2026-04-22,2026-04-22,360,2757.69,0.0,2200.0,16546.14,reference_only
2026-04-22,2026-04-22,360,3661.61,0.0,2200.0,21969.66,reference_only
2026-04-22,2026-04-22,1440,4879.37,0.0,2200.0,117104.88,reference_only
2026-04-22,2026-04-22,1440,4243.88,0.0,2200.0,101853.12,reference_only
2026-04-23,2026-04-23,10,2935.8,1777.26,2141.5,489.3,production
2026-04-23,2026-04-23,10,3107.0,1814.15,2193.88,517.83,production
2026-04-23,2026-04-23,30,3239.34,1249.93,2200.0,1619.67,production
2026-04-23,2026-04-23,30,4448.01,806.51,2200.0,2224.01,production
2026-04-23,2026-04-23,60,3577.4,907.65,2200.0,3577.4,production
2026-04-23,2026-04-23,60,4136.17,899.3,2200.0,4136.17,production
2026-04-23,2026-04-23,360,3608.4,0.25,2200.0,21650.4,reference_only
2026-04-23,2026-04-23,360,4541.93,54.93,2200.0,27251.58,reference_only
2026-04-23,2026-04-23,1440,5794.16,84.67,2200.0,139059.84,reference_only
2026-04-23,2026-04-23,1440,5719.54,68.61,2200.0,137268.96,reference_only
2026-04-24,2026-04-24,10,1389.83,404.63,2138.44,231.64,production
2026-04-24,2026-04-24,10,1459.0,437.0,2168.68,243.17,production
2026-04-24,2026-04-24,30,1748.08,134.66,2200.0,874.04,production
2026-04-24,2026-04-24,30,2159.16,39.8,2200.0,1079.58,production
2026-04-24,2026-04-24,60,1962.9,6.93,2200.0,1962.9,production
2026-04-24,2026-04-24,60,2196.4,1.99,2200.0,2196.4,production
2026-04-24,2026-04-24,360,3913.88,41.74,2200.0,23483.28,reference_only
2026-04-24,2026-04-24,360,3900.98,4.08,2200.0,23405.88,reference_only
2026-04-24,2026-04-24,1440,4266.21,0.0,2200.0,102389.04,reference_only
2026-04-24,2026-04-24,1440,3995.31,0.0,2200.0,95887.44,reference_only
2026-04-25,2026-04-25,10,10469.64,8984.43,2188.59,1744.94,production
2026-04-25,2026-04-25,10,10472.9,8995.55,2195.7,1745.48,production
2026-04-25,2026-04-25,30,10309.34,7461.0,2200.0,5154.67,production
2026-04-25,2026-04-25,30,10389.83,6374.86,2200.0,5194.91,production
2026-04-25,2026-04-25,60,9987.89,6005.1,2200.0,9987.89,production
2026-04-25,2026-04-25,60,9953.91,5938.05,2200.0,9953.91,production
2026-04-25,2026-04-25,360,8498.44,1971.16,2200.0,50990.64,reference_only
2026-04-25,2026-04-25,360,7956.52,985.65,2200.0,47739.12,reference_only
2026-04-25,2026-04-25,1440,9241.84,2015.29,2200.0,221804.16,reference_only
2026-04-25,2026-04-25,1440,9162.99,1914.42,2200.0,219911.76,reference_only
2026-04-26,2026-04-26,10,7520.81,5876.73,2200.0,1253.47,production
2026-04-26,2026-04-26,10,7523.57,5905.35,2200.0,1253.93,production
2026-04-26,2026-04-26,30,7468.21,4421.11,2200.0,3734.11,production
2026-04-26,2026-04-26,30,7438.26,3489.71,2200.0,3719.13,production
2026-04-26,2026-04-26,60,7373.67,3384.79,2200.0,7373.67,production
2026-04-26,2026-04-26,60,7340.45,3390.83,2200.0,7340.45,production
2026-04-26,2026-04-26,360,9033.36,2334.19,2200.0,54200.16,reference_only
2026-04-26,2026-04-26,360,8978.52,1849.54,2200.0,53871.12,reference_only
2026-04-26,2026-04-26,1440,8352.33,1010.28,2200.0,200455.92,reference_only
2026-04-26,2026-04-26,1440,8133.93,998.15,2200.0,195214.32,reference_only
2026-04-27,2026-04-27,10,5135.35,3877.07,2182.04,855.89,production
2026-04-27,2026-04-27,10,5141.03,3889.2,2184.39,856.84,production
2026-04-27,2026-04-27,30,5264.57,3092.06,2200.0,2632.28,production
2026-04-27,2026-04-27,30,5291.61,2415.24,2200.0,2645.8,production
2026-04-27,2026-04-27,60,5506.57,2482.44,2200.0,5506.57,production
2026-04-27,2026-04-27,60,5536.54,2546.76,2200.0,5536.54,production
2026-04-27,2026-04-27,360,6859.69,1294.85,2200.0,41158.14,reference_only
2026-04-27,2026-04-27,360,6738.37,842.01,2200.0,40430.22,reference_only
2026-04-27,2026-04-27,1440,6852.9,706.7,2200.0,164469.6,reference_only
2026-04-27,2026-04-27,1440,6777.43,595.49,2200.0,162658.32,reference_only
2026-04-28,2026-04-28,10,1091.52,205.53,2139.13,181.92,production
2026-04-28,2026-04-28,10,1109.69,194.86,2158.92,184.95,production
2026-04-28,2026-04-28,30,1355.6,9.42,2200.0,677.8,production
2026-04-28,2026-04-28,30,1412.4,0.0,2200.0,706.2,production
2026-04-28,2026-04-28,60,1636.0,0.0,2200.0,1636.0,production
2026-04-28,2026-04-28,60,1695.93,0.0,2200.0,1695.93,production
2026-04-28,2026-04-28,360,3169.8,1.57,2200.0,19018.8,reference_only
2026-04-28,2026-04-28,360,3306.46,0.0,2200.0,19838.76,reference_only
2026-04-28,2026-04-28,1440,4596.51,0.0,2200.0,110316.24,reference_only
2026-04-28,2026-04-28,1440,5005.3,0.0,2200.0,120127.2,reference_only
2026-04-29,2026-04-29,10,798.01,129.14,2097.34,133.0,production
2026-04-29,2026-04-29,10,882.99,122.76,2153.05,147.16,production
2026-04-29,2026-04-29,30,1097.0,2.74,2200.0,548.5,production
2026-04-29,2026-04-29,30,1871.98,4.72,2200.0,935.99,production
2026-04-29,2026-04-29,60,1379.28,0.0,2200.0,1379.28,production
2026-04-29,2026-04-29,60,1922.58,0.0,2200.0,1922.58,production
2026-04-29,2026-04-29,360,2649.43,0.0,2200.0,15896.58,reference_only
2026-04-29,2026-04-29,360,3175.36,0.0,2200.0,19052.16,reference_only
2026-04-29,2026-04-29,1440,4242.99,0.0,2200.0,101831.76,reference_only
2026-04-29,2026-04-29,1440,4360.29,0.0,2200.0,104646.96,reference_only
2026-04-30,2026-04-30,10,9434.74,8132.43,2165.7,1572.46,production
2026-04-30,2026-04-30,10,9451.77,8151.0,2179.0,1575.3,production
2026-04-30,2026-04-30,30,9491.25,6976.28,2200.0,4745.62,production
2026-04-30,2026-04-30,30,9567.49,6026.07,2200.0,4783.74,production
2026-04-30,2026-04-30,60,9464.05,5933.97,2200.0,9464.05,production
2026-04-30,2026-04-30,60,9517.97,5884.16,2200.0,9517.97,production
2026-04-30,2026-04-30,360,6943.67,1392.1,2200.0,41662.02,reference_only
2026-04-30,2026-04-30,360,6647.54,824.38,2200.0,39885.24,reference_only
2026-04-30,2026-04-30,1440,9074.65,2273.52,2200.0,217791.6,reference_only
2026-04-30,2026-04-30,1440,8943.16,2155.3,2200.0,214635.84,reference_only
2026-05-01,2026-05-01,10,3732.53,2404.69,2172.19,622.09,production
2026-05-01,2026-05-01,10,3759.43,2424.11,2184.5,626.57,production
2026-05-01,2026-05-01,30,3956.74,1487.71,2200.0,1978.37,production
2026-05-01,2026-05-01,30,4264.32,766.18,2200.0,2132.16,production
2026-05-01,2026-05-01,60,4323.36,969.19,2200.0,4323.36,production
2026-05-01,2026-05-01,60,4577.16,1060.11,2200.0,4577.16,production
2026-05-01,2026-05-01,360,5531.06,450.79,2200.0,33186.36,reference_only
2026-05-01,2026-05-01,360,5277.53,124.92,2200.0,31665.18,reference_only
2026-05-01,2026-05-01,1440,6079.96,22.54,2200.0,145919.04,reference_only
2026-05-01,2026-05-01,1440,6141.27,34.6,2200.0,147390.48,reference_only
2026-05-02,2026-05-02,10,6858.27,5590.47,2167.74,1143.05,production
2026-05-02,2026-05-02,10,6896.76,5639.64,2169.13,1149.46,production
2026-05-02,2026-05-02,30,6938.8,4604.49,2200.0,3469.4,production
2026-05-02,2026-05-02,30,7007.01,3908.58,2200.0,3503.51,production
2026-05-02,2026-05-02,60,6858.91,3671.2,2200.0,6858.91,production
2026-05-02,2026-05-02,60,6968.13,3696.03,2200.0,6968.13,production
2026-05-02,2026-05-02,360,5978.79,680.13,2200.0,35872.74,reference_only
2026-05-02,2026-05-02,360,6217.67,454.9,2200.0,37306.02,reference_only
2026-05-02,2026-05-02,1440,7624.58,1118.89,2200.0,182989.92,reference_only
2026-05-02,2026-05-02,1440,7779.89,1106.98,2200.0,186717.36,reference_only
2026-05-03,2026-05-03,10,9527.48,8012.31,2192.28,1587.91,production
2026-05-03,2026-05-03,10,9533.16,8034.94,2192.23,1588.86,production
2026-05-03,2026-05-03,30,9328.86,6536.23,2200.0,4664.43,production
2026-05-03,2026-05-03,30,9292.22,5573.8,2200.0,4646.11,production
2026-05-03,2026-05-03,60,9015.46,5190.12,2200.0,9015.46,production
2026-05-03,2026-05-03,60,8989.03,5197.39,2200.0,8989.03,production
2026-05-03,2026-05-03,360,8390.4,2031.39,2200.0,50342.4,reference_only
2026-05-03,2026-05-03,360,8656.78,1606.72,2200.0,51940.68,reference_only
2026-05-03,2026-05-03,1440,8700.92,1633.52,2200.0,208822.08,reference_only
2026-05-03,2026-05-03,1440,8746.55,1640.89,2200.0,209917.2,reference_only
2026-05-04,2026-05-04,10,3085.75,1599.99,2199.7,514.29,production
2026-05-04,2026-05-04,10,3014.51,1546.18,2199.04,502.42,production
2026-05-04,2026-05-04,30,3159.99,679.67,2200.0,1579.99,production
2026-05-04,2026-05-04,30,3086.51,248.66,2200.0,1543.26,production
2026-05-04,2026-05-04,60,3208.25,211.52,2200.0,3208.25,production
2026-05-04,2026-05-04,60,3218.76,301.82,2200.0,3218.76,production
2026-05-04,2026-05-04,360,6430.46,1226.71,2200.0,38582.76,reference_only
2026-05-04,2026-05-04,360,7782.76,1447.26,2200.0,46696.56,reference_only
2026-05-04,2026-05-04,1440,4603.51,0.0,2200.0,110484.24,reference_only
2026-05-04,2026-05-04,1440,4624.1,0.0,2200.0,110978.4,reference_only
2026-05-05,2026-05-05,10,10854.32,9322.29,2194.86,1809.05,production
2026-05-05,2026-05-05,10,10811.96,9299.69,2195.3,1801.99,production
2026-05-05,2026-05-05,30,10569.34,7700.62,2200.0,5284.67,production
2026-05-05,2026-05-05,30,10530.63,6521.45,2200.0,5265.31,production
2026-05-05,2026-05-05,60,10231.36,6217.09,2200.0,10231.36,production
2026-05-05,2026-05-05,60,10161.99,6187.59,2200.0,10161.99,production
2026-05-05,2026-05-05,360,9122.05,2057.14,2200.0,54732.3,reference_only
2026-05-05,2026-05-05,360,9569.71,1700.56,2200.0,57418.26,reference_only
2026-05-05,2026-05-05,1440,9818.19,2190.91,2200.0,235636.56,reference_only
2026-05-05,2026-05-05,1440,9659.24,2092.25,2200.0,231821.76,reference_only
2026-05-06,2026-05-06,10,11484.26,9830.16,2200.0,1914.04,production
2026-05-06,2026-05-06,10,11514.26,9885.49,2200.0,1919.04,production
2026-05-06,2026-05-06,30,11058.74,7881.62,2200.0,5529.37,production
2026-05-06,2026-05-06,30,11036.0,6489.14,2200.0,5518.0,production
2026-05-06,2026-05-06,60,10458.68,5925.34,2200.0,10458.68,production
2026-05-06,2026-05-06,60,10451.19,5948.83,2200.0,10451.19,production
2026-05-06,2026-05-06,360,10614.61,3270.58,2200.0,63687.66,reference_only
2026-05-06,2026-05-06,360,11666.18,3137.37,2200.0,69997.08,reference_only
2026-05-06,2026-05-06,1440,8452.77,1149.38,2200.0,202866.48,reference_only
2026-05-06,2026-05-06,1440,8495.59,1066.81,2200.0,203894.16,reference_only
2026-05-07,2026-05-07,10,5216.36,3790.24,2197.5,869.39,production
2026-05-07,2026-05-07,10,5235.34,3814.65,2199.06,872.56,production
2026-05-07,2026-05-07,30,5354.12,2991.38,2200.0,2677.06,production
2026-05-07,2026-05-07,30,5474.13,2503.66,2200.0,2737.07,production
2026-05-07,2026-05-07,60,5592.86,2285.51,2200.0,5592.86,production
2026-05-07,2026-05-07,60,5468.34,2193.19,2200.0,5468.34,production
2026-05-07,2026-05-07,360,6486.82,950.06,2200.0,38920.92,reference_only
2026-05-07,2026-05-07,360,6738.12,737.69,2200.0,40428.72,reference_only
2026-05-07,2026-05-07,1440,5959.13,147.17,2200.0,143019.12,reference_only
2026-05-07,2026-05-07,1440,6175.9,168.43,2200.0,148221.6,reference_only
2026-05-08,2026-05-08,10,491.59,7.54,2049.58,81.93,production
2026-05-08,2026-05-08,10,930.69,3.2,2198.2,155.12,production
2026-05-08,2026-05-08,30,834.97,0.0,2200.0,417.49,production
2026-05-08,2026-05-08,30,4526.37,0.0,2200.0,2263.18,production
2026-05-08,2026-05-08,60,1090.83,0.0,2200.0,1090.83,production
2026-05-08,2026-05-08,60,2842.7,0.0,2200.0,2842.7,production
2026-05-08,2026-05-08,360,3998.69,0.0,2200.0,23992.14,reference_only
2026-05-08,2026-05-08,360,5049.79,3.07,2200.0,30298.74,reference_only
2026-05-08,2026-05-08,1440,4261.34,0.0,2200.0,102272.16,reference_only
2026-05-08,2026-05-08,1440,4370.6,0.0,2200.0,104894.4,reference_only
2026-05-09,2026-05-09,10,378.33,0.0,2036.98,63.05,production
2026-05-09,2026-05-09,10,866.4,0.0,2200.0,144.4,production
2026-05-09,2026-05-09,30,726.61,0.0,2200.0,363.31,production
2026-05-09,2026-05-09,30,4806.32,0.0,2200.0,2403.16,production
2026-05-09,2026-05-09,60,1007.45,0.0,2200.0,1007.45,production
2026-05-09,2026-05-09,60,2947.76,0.0,2200.0,2947.76,production
2026-05-09,2026-05-09,360,3378.16,0.0,2200.0,20268.96,reference_only
2026-05-09,2026-05-09,360,6710.0,242.33,2200.0,40260.0,reference_only
2026-05-09,2026-05-09,1440,3987.55,0.0,2200.0,95701.2,reference_only
2026-05-09,2026-05-09,1440,4082.92,0.0,2200.0,97990.08,reference_only
2026-05-10,2026-05-10,10,378.33,0.0,2036.98,63.05,production
2026-05-10,2026-05-10,10,866.4,0.0,2200.0,144.4,production
2026-05-10,2026-05-10,30,726.61,0.0,2200.0,363.31,production
2026-05-10,2026-05-10,30,4806.32,0.0,2200.0,2403.16,production
2026-05-10,2026-05-10,60,1007.45,0.0,2200.0,1007.45,production
2026-05-10,2026-05-10,60,2947.76,0.0,2200.0,2947.76,production
2026-05-10,2026-05-10,360,3022.19,0.0,2200.0,18133.14,reference_only
2026-05-10,2026-05-10,360,6342.97,229.36,2200.0,38057.82,reference_only
2026-05-10,2026-05-10,1440,3987.55,0.0,2200.0,95701.2,reference_only
2026-05-10,2026-05-10,1440,4082.92,0.0,2200.0,97990.08,reference_only
2026-05-11,2026-05-11,10,378.33,0.0,2036.98,63.05,production
2026-05-11,2026-05-11,10,866.4,0.0,2200.0,144.4,production
2026-05-11,2026-05-11,30,726.61,0.0,2200.0,363.31,production
2026-05-11,2026-05-11,30,4806.32,0.0,2200.0,2403.16,production
2026-05-11,2026-05-11,60,1007.45,0.0,2200.0,1007.45,production
2026-05-11,2026-05-11,60,2947.76,0.0,2200.0,2947.76,production
2026-05-11,2026-05-11,360,3022.19,0.0,2200.0,18133.14,reference_only
2026-05-11,2026-05-11,360,6342.97,229.36,2200.0,38057.82,reference_only
2026-05-11,2026-05-11,1440,3987.55,0.0,2200.0,95701.2,reference_only
2026-05-11,2026-05-11,1440,4082.92,0.0,2200.0,97990.08,reference_only
2026-05-12,2026-05-12,10,378.33,0.0,2036.98,63.05,production
